fecha,codigo_departamento_indec,id_provincia_indec,clae2,puestos
2014-01-01,6077,6,93,5
2014-01-01,6077,6,94,46
2014-01-01,6077,6,96,19
2014-01-01,6077,6,999,4
2014-01-01,6084,6,1,707
2014-01-01,6084,6,2,-99
2014-01-01,6084,6,3,3
2014-01-01,6084,6,8,83
2014-01-01,6084,6,10,121
2014-01-01,6084,6,11,8
2014-01-01,6084,6,14,13
2014-01-01,6084,6,16,7
2014-01-01,6084,6,17,-99
2014-01-01,6084,6,18,-99
2014-01-01,6084,6,20,5
2014-01-01,6084,6,22,-99
2014-01-01,6084,6,23,184
2014-01-01,6084,6,24,-99
2014-01-01,6084,6,25,8
2014-01-01,6084,6,28,7
2014-01-01,6084,6,29,3
2014-01-01,6084,6,31,-99
2014-01-01,6084,6,35,54
2014-01-01,6084,6,38,-99
2014-01-01,6084,6,41,14
2014-01-01,6084,6,42,22
2014-01-01,6084,6,43,13
2014-01-01,6084,6,45,15
2014-01-01,6084,6,46,292
2014-01-01,6084,6,47,337
2014-01-01,6084,6,49,81
2014-01-01,6084,6,52,21
2014-01-01,6084,6,53,4
2014-01-01,6084,6,55,11
2014-01-01,6084,6,56,36
2014-01-01,6084,6,58,8
2014-01-01,6084,6,60,14
2014-01-01,6084,6,61,6
2014-01-01,6084,6,62,7
2014-01-01,6084,6,64,19
2014-01-01,6084,6,65,10
2014-01-01,6084,6,66,7
2014-01-01,6084,6,68,31
2014-01-01,6084,6,69,26
2014-01-01,6084,6,70,12
2014-01-01,6084,6,71,4
2014-01-01,6084,6,72,-99
2014-01-01,6084,6,74,-99
2014-01-01,6084,6,75,5
2014-01-01,6084,6,78,16
2014-01-01,6084,6,79,3
2014-01-01,6084,6,80,28
2014-01-01,6084,6,81,51
2014-01-01,6084,6,82,7
2014-01-01,6084,6,85,120
2014-01-01,6084,6,86,26
2014-01-01,6084,6,87,-99
2014-01-01,6084,6,88,63
2014-01-01,6084,6,91,-99
2014-01-01,6084,6,92,10
2014-01-01,6084,6,93,4
2014-01-01,6084,6,94,65
2014-01-01,6084,6,96,22
2014-01-01,6084,6,999,12
2014-01-01,6091,6,1,186
2014-01-01,6091,6,2,3
2014-01-01,6091,6,3,35
2014-01-01,6091,6,6,38
2014-01-01,6091,6,7,13
2014-01-01,6091,6,8,52
2014-01-01,6091,6,9,30
2014-01-01,6091,6,10,1432
2014-01-01,6091,6,11,790
2014-01-01,6091,6,12,52
2014-01-01,6091,6,13,687
2014-01-01,6091,6,14,353
2014-01-01,6091,6,15,426
2014-01-01,6091,6,16,205
2014-01-01,6091,6,17,1032
2014-01-01,6091,6,18,276
2014-01-01,6091,6,19,126
2014-01-01,6091,6,20,520
2014-01-01,6091,6,21,577
2014-01-01,6091,6,22,968
2014-01-01,6091,6,23,1239
2014-01-01,6091,6,24,501
2014-01-01,6091,6,25,1054
2014-01-01,6091,6,26,155
2014-01-01,6091,6,27,349
2014-01-01,6091,6,28,676
2014-01-01,6091,6,29,282
2014-01-01,6091,6,30,84
2014-01-01,6091,6,31,141
2014-01-01,6091,6,32,131
2014-01-01,6091,6,33,71
2014-01-01,6091,6,35,291
2014-01-01,6091,6,36,12
2014-01-01,6091,6,37,13
2014-01-01,6091,6,38,251
2014-01-01,6091,6,39,3
2014-01-01,6091,6,41,1708
2014-01-01,6091,6,42,1102
2014-01-01,6091,6,43,990
2014-01-01,6091,6,45,781
2014-01-01,6091,6,46,2428
2014-01-01,6091,6,47,4953
2014-01-01,6091,6,49,3892
2014-01-01,6091,6,50,184
2014-01-01,6091,6,51,39
2014-01-01,6091,6,52,962
2014-01-01,6091,6,53,285
2014-01-01,6091,6,55,582
2014-01-01,6091,6,56,2209
2014-01-01,6091,6,58,159
2014-01-01,6091,6,59,47
2014-01-01,6091,6,60,278
2014-01-01,6091,6,61,338
2014-01-01,6091,6,62,618
2014-01-01,6091,6,63,65
2014-01-01,6091,6,64,649
2014-01-01,6091,6,65,751
2014-01-01,6091,6,66,159
2014-01-01,6091,6,68,634
2014-01-01,6091,6,69,371
2014-01-01,6091,6,70,439
2014-01-01,6091,6,71,374
2014-01-01,6091,6,72,24
2014-01-01,6091,6,73,135
2014-01-01,6091,6,74,53
